text,episode_title,author,position
"we all can and should do during this phase two of each day That lend themselves to a state of mind and a state of body that is going to be beneficial for the generation and consolidation of certain types of habits What are those things first of all as the day goes on you should try if you can to start tapering the amount of light that you're viewing Now this doesn't mean putting yourself into dim light at three o clock or four o clock in the afternoon That's certainly not the case Simply that you want to start tapering off the amount of really bright light that you're getting unless it's sunlight Talked about this before on the podcast, but if you haven't heard viewing the sun as it's what we call low solar angle so as it's headed toward the horizon You don't necessarily have to watch the sunset although that can be nice But getting some sunlight in your eyes in the second half of the day can also be beneficial for a number of Brain systems and psychological systems so you can get some sunlight in your eyes you can Uh, certainly have artificial lights on but you want to start dimming those lights and bringing them actually physically lower in the room because the neurons in your eye That view the upper visual field ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.4625
They actually trigger this alertness mechanism in the brain and body and in the second half of the day Even if you're humming around and doing work at three or four or five or even seven p. M You are probably headed towards sleep a few hours later So things like limiting the total amount of light if you can Things like N S D R non sleep deep rest another thing that I've talked about on this podcast if you haven't heard about this before Non sleep deep rest is an umbrella term for things like meditation for yoga knee draw a very powerful Science supported tool for teaching you how to relax things like self hypnosis Which might sound a little kooky to some of you but actually is a clinically based tool for which there's a lot of Scientific literature if you're interested in that there's a great free resource called reverie r e v e r i dot com. There's a app for both apple and android This is an app that was developed by colleagues of mine and researchers at Stanford School of Medicine You can do these short 15 minute Self hypnosis scripts as they're called they can teach you how to relax yourself There's even ones for focus for sleep for chronic pain Again all very strongly supported by Quality peer reviewed literature. ,The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.475
"So things like reverie meditation Things like heat and sauna hot baths hot showers Those are terrific at things to do in the second half of the day They tend to support this serotonergic or high serotonin like state and lend themselves to more calm and relaxation For those of you that are interested in supplementation. There's always ashua ganda which um Reduce his cortisol again peaks in cortisol late in the afternoon and evening are associated with depression anxiety and so forth ashua ganda is a pretty potent cortisol inhibiting tool i personally don't use it very often and i caution people about using it for longer than two week periods of time without taking some breaks You can look up more about ashua ganda on examine. Com. There's a lot of terrific literature with links to studies there But basically this phase two of the day is one in which you're alert You are present you are working you are engaging socially you're cooking dinner probably paying attention to a number of things But you should really be trying to taper off your stress level So how do you leverage phase two of the day for habit formation Well, given what we know about the neurochemistry of learning and memory given what we ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.5
know about Task formation and its reliance on certain forms of neuroplasticity The second half of the day is a terrific time to take on Habits and things that you're already doing that require very little override of limbic friction So these might be things that you could categorize In common terms is kind of mellower activities. It might be journaling It might be That you already are performing music or I should take practicing music regularly But that there's a particular type of music that is hard for you or that you're working on a particular piece of music Or you're trying to learn a language something. It's a little bit challenging But doesn't require a ton of energy in order to override that limbic friction The second half of the day is a much better time to do that less resistance as we might say But of course resistance has a neural substrate And the reason for doing those things in the second part of the day the so called phase two as I've called it part of the day is because Your ability to override resistance is really diminished in this second phase of the day Some of you might say well wait. I like to exercise in the second half of the day That's actually when I have the most energy. That's when ,The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.51875
I'm I feel warmer. I'm not a morning exercise. That's absolutely fine What I'm referring to is the acquisition of new behaviors And placing those consistently at the second half of the day in order to engage this task racking mechanisms that I talked about before One of the hallmark features of those basil ganglia circuits for go and no go is that They are associated with certain neurochemicals dopamine and serotonin acetylcholine and other neurochemicals And by placing particular habits at particular phases of the day Those neurochemical states start to be associated with the leaning in and the process of beginning and as I mentioned ending those particular habits And in doing so they shift the whole nervous system toward being able to predict that certain things are going to happen at particular times of day that you are going to be leaning very hard against limbic friction early in the day in phase one And that you're going to be doing things that require less conscious override of limbic friction in phase two and in doing so Set up this task bracketing system so that the individual habits that you're learning or that you're trying to learn have a much greater probability Of being executed ,The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.525
"and consolidated meaning that pretty soon they will just naturally become reflexive and as with phase one many of the things that I mentioned that support this What I'm calling a serotonergic state or more relaxed state in phase two things like Seeing some light in the afternoon, but not a lot of bright light from artificial sources things like NSDR things like heat and sauna Hot baths etc. Ashruganda again all of those things themselves could be habits that you're trying to adopt right in that case Do those if you'd like to explore them. They are quite beneficial for a number of reasons I'm not just related to execution of particular habits in phase two of the day But also for improving quality of sleep and consolidating any learning that you might have triggered early in the day I've talked about that before but just briefly as a relevant aside Neuroplasticity involves triggering the neuroplasticity setting it in motion But the actual rewiring of the brain and the reconfiguration of neurons that will allow that learning to be reflexive That actually occurs during states of deep rest like NSDR and like deep sleep And I should just mention for those of you that can only exercise or prefer to ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.5375
"exercise in phase two of the day Right nine to fourteen hours or fifteen hours after waking. That's absolutely fine However, because of the importance of sleep and in particular deep sleep throughout the night for not just neuroplasticity But recovery of muscle and other tissues that are taxed during physical exercise If you do train in phase two I highly recommend highly recommend that you start doing some sort of NSDR type activity after you train within an hour or two Because that will allow you to taper down and relax so that you can get into the next phase we're going to talk about which is phase three Phase three of the 24 hour schedule runs from about 16 to 24 hours after waking During that period of time There are a few things that are going to support being in a state of mind State of body that are going to allow Neuroplasticity to occur that are going to allow the requiring that you've triggered during the waking part of the day to actually take place Those things are very low to no light Meaning keeping your environment very dark or very very dim I don't think it's necessary to sleep in a room that's complete blackness I think that's a little bit overkill But for most people keeping the room dark ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.54375
"and keeping the room temperature low is very beneficial for getting and staying in deep sleep The body has to drop by about one to three degrees in order to get into sleep and to stay asleep So low light low temperature environment you can always pile on blankets Of course if you don't want to be cold at night you want to be warm enough, but you want your environment to be cold Typically people aren't eating in the middle of the night Although one thing that can be useful is to make sure that you're at least well fed enough When you head into this third phase of every 24 hour day that you're not awake because you're hungry Now a lot of people recommend putting a gap between your final bite of food and when you go to sleep at night Some people will say that gap should be four hours other people say two hours If you're me, I generally have something. I don't know within Two hours or 90 minutes of going to sleep, but it's not a big meal But that's just me and I fall asleep and stay asleep fine with that you have to experiment for yourself I've talked about supplements that can support sleep in previous episodes of the podcast things like magnesium three in eight or magnesium Biscolicinate things like theanine, apogenin ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.55
If you'd like to read more about those we actually have a newsletter that I'll just quickly refer you to This is the huberman lab neural network newsletter. You can sign up for it by going to hubermanlab. Com It's very easy to find but even if you don't sign up you can go to the toolkit for sleep That's listed there and that toolkit is not just supplements That toolkit is a number of different things both behavioral and supplement based and nutrition based etc That can allow you to get into sleep and to stay asleep more readily It's totally zero cost you can find that again at hubermanlab. Com So things like low light low temperature the supplements I mentioned adjusting your eating schedule appropriately Obviously not drinking caffeine in the middle of the night or too close to bed That's going to be critical in fact ideally you wouldn't ingest any caffeine in phase two of the day So that you could get into this deeper state of rest in which habit formation and neuroplasticity can occur What if you wake up? All right the way I've cast phase three is that you're supposed to be in this deep slumber You're not supposed to wake up at all You're supposed to be in low light and your brain is rewiring and those habits ,The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.575
"are getting consolidated etc. Well if you're like me you probably get up once in the middle of the night Maybe you go use the restroom perfectly normal perfectly normal But a lot of people have trouble falling back asleep Very important if you get up in the middle of the night to use a minimum of light in order to navigate your surroundings Just as much as you need in order to safely do so Because light inhibits the hormone melatonin can make it very hard to fall back asleep if you inhibit melatonin The effects of light inhibiting melatonin are actually very potent happens very very quickly So try and keep the lights low And if you have trouble falling back asleep That's when you might also want to use something like the reverie app They have a sleep script there that can hopefully help you get back to sleep or something like nsdr You can find nsdr scripts on youtube. These are zero cost You can look up one that I particularly like as nsdr made for it's a company I'm associated with but the nsdr is completely zero cost and there are other things like yoga nidra Which you can find scripts for elsewhere Again, all of these habits or these behaviors these do's and don'ts around phase three themselves Might be ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.5875
habits that you're trying to create for yourself But again phase three is really about making sure that whatever limbic friction you've been able to override in phase one and trigger some new habit right forcing yourself to Right or forcing yourself to study or forcing yourself to exercise during that high limbic friction state And then whatever things you've been doing in phase two which are habits that hopefully have moved a little bit further along the continuum of newly formed versus all the way to reflexive or things that take less limbic friction in order to do Phase three is when all of that gets really locked into the nervous system through those heavy in mechanisms like nmda receptors etc that I talked about before again Neuroplasticity is the basis of habit formation and neuroplasticity and the rewiring of neural circuits happens in these states of deep sleep So if you're not obeying this phase three if you're not giving phase three the materials it needs and you're and you're not avoiding the certain things like caffeine and bright light and stress During phase three you're simply not going to be able to build those habits that you've been working so hard to trigger in phase one ,The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.59375
"and phase two of the day Again, these are things that I've talked about in previous episodes of the podcast and elsewhere But really this is about habit formation and the whole reason for placing particular types of behaviors At particular phases of the day is to set a framework for that task bracketing Again task bracketing and those circuits of the basal ganglia indicate that it's not just the neural circuits that are engaged by the task itself But the neural circuits that are engaged before and after that task execution That's what gets consolidated So when you do things at particular phases of the day Under particular conditions of neurochemistry what you're doing is you're giving the brain a very predictable set of sequences that during sleep It can start to put into your hard drive if you will it can really program it into your nervous system so that within a short period of time hopefully within 18 or maybe even six days or who knows maybe even fewer days You'll find that executing those behaviors is very very straightforward for you and that you won't have to Feel so much limbic friction or override so much limbic friction some of you are probably asking. Okay if I Perform a particular habit ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.6
during phase one and then I do other habits during phase two and I eventually get to the point where I'm engaging in those habits in a pretty Effortless way Do I keep them in the same phase of the day and the good news is the literature says it doesn't matter And in fact moving that particular habit around somewhat randomly can actually be beneficial to you because actually Moving it from one time a day to the other is that context independence that we're we really are seeking by Being able to do the same thing that we want to do regardless of time of day or circumstances That's how we know that we've achieved a real habit formation That's how we know that the habit has been moved into certain components of our neural circuitry that just allows to do it What seems like reflexively although earlier I pointed out that these aren't reflexes in the traditional sense The reason for that is that this brain area the hippocampus that many of you know is associated with learning and memory is not actually where memories are stored The hippocampus is where memories are formed It's where procedures like I talked about before procedural memory of how you're going to execute a particular sequence where that's maintained ,The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.6
So I've like if we use the recipe model that's where the recipe is maintained until you know how to cook that dish and then The procedural memory literally migrates off into a different set of neural circuits Which are the neural circuits of the neo cortex where we have maps of sensory experience maps of All kinds of experiences including motor maps of how to execute things So we use one part of the brain to learn something But then that information in the form of the electrical activity of neurons is passed off To a different brain area now the neurons themselves don't move from the hippocampus to the cortex That doesn't happen what happens is the signals the sequence of electrical firing much like A script for a movie or the notes on a sheet of paper for a particular musical piece is transferred off to a different brain area So that whole process of really leaning into something that's hard then it becoming easier and then eventually that thing becoming more or less reflexive involves a migration of the information in the brain And once it's migrated out to a different location in the brain at that point It's achieved context independence. It doesn't have to be bracketed by You know your caffeine ,The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.60625
"and your lunch. It doesn't have to occur Immediately after your afternoon NSTR, but before your four o clock meeting on zoom or something of that sort so All this is to say that once something has become reflexive You should play with it a little bit about time of day if you want to keep it in the same phase of day great but if you One day decide you're going to exercise in the afternoon next day You decide you're going to exercise in the morning and that's the habit that you're concerned with That's terrific if you're able to do that That means that it's truly achieved context independence It means that you have officially formed that habit and as I mentioned earlier Much earlier at the beginning of the episode the strength of a habit is dictated by how much limbic friction that was one and How much context dependence there is so when it doesn't take much Activation energy to get into the execution of that habit and you can do it in any context Well, then you have formed a habit We really can't have a discussion about learning anything habits or otherwise Unless we talk about reward prediction error Reward prediction error is associated with the molecule dopamine Although I should say there are other neurochemicals ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.625
in our brain and body that are also related to reward prediction error But reward prediction error is a very good system or I should say a lens through which to think about whether or not we should reward ourselves for Performing a given habit and this is a much larger discussion that actually relates to things like parenting and self regulation You know should we reward kids just for effort? Should we reward ourselves just for effort? What should we reward? How much should we reward ourselves? When should we withdraw reward should we use punishment these kinds of things? This is a vast literature. We don't have time to go into all the details But the notion of reward prediction error is so powerful that it can predict most if not all forms of learning including habit formation And you can deploy or use particular features of reward prediction error if you would like to reinforce or Accelerate the formation of certain habits so reward prediction error quite simply is If you expect a reward and the reward comes a particular behavior that was associated with generating that reward is more likely to occur again That's pretty straightforward however the amount of reward in the form of this molecule ,The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.6375
"dopamine that you will experience is even greater If a reward arrives that's unexpected AND DELAYED Okay, so let me repeat that again If I think that something's coming that's Going to be great that I let's say I lean into a habit I manage to override my limbic friction and I'm doing my 45 minutes of writing in the morning with no phone and no internet And I'm getting toward the end and I'm anticipating how I'm actually doing this. This is great I did it. I'm feeling really really good. I finish. I definitely will receive a dopamine reward I'll make my own dopamine reward. That's where it comes from. Remember this is all internal However, I will also receive dopamine reward if Unexpectedly something positive happens and typically if something unexpected but positive happens The amount of dopamine reward that we get is actually much greater than in any other conditions However, it's hard to surprise yourself about a behavior that you're deliberately engaging in so that becomes a bit of a tricky one Reward prediction error also says that if we expect a reward and The reward doesn't come that the pattern of dopamine release will follow a particular contour And that contour is very important. Here's ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.66875
"how it goes let's say that I'm Writing and I'm about 30 or 45 minutes in and I'm thinking oh, this is great. I'm actually a man should do this I'm succeeding in executing the behaviors that I need to in order to perform this habit. I'm overriding limbic friction Just that series of thoughts will start to generate a dopamine release within my brain and body however if at the 50 minute mark The phone rings and I pick up the phone or I break my own protocol. I break my own self discipline and I Go on and check social media or I do something that takes me out of that What's going to happen is that my level of dopamine is actually going to drop below the baseline Meaning below the level of dopamine I had before I even started the habit execution IF YOU DON’T, FOR THE MOST PART, FEEL GOOD ABOUT A HABIT, THEN IT WILL TAKE MUCH LONGER TO INTEGRATE. THIS IS WHY REWARDING EFFORT/PROCESS OVER OUTCOME IS SO IMPORTANT. YOU WON’T ALWAYS, AND IN SOME INSTANCES, HARDLY EVER OR NEVER GET THE OUTCOME (exacerbated by mindset) AND SO OUTCOME-ORIENTATION STARVES YOURSELF OF THE DOPAMINE (SOMETIMES EVEN REWARD-PREDICTION DROP) REQUIRED TO FORM THE HABIT. Okay, so what this is is this is a system that predicts whether or not rewards ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.7
"are going to come When we think a reward is going to come it starts to actually arrive earlier in the form of dopamine release This is the feeling that we experience as in positive anticipation You tell a kid hey, we're going to go to the amusement park or we're going to go get ice cream They haven't had the ice cream yet. They're not at the amusement park, but they're excited the dopamine release comes earlier Okay, they get to the amusement park or they get the ice cream They will also have some dopamine release associated with that But most of it believe it or not came in the form of the anticipation and dopamine has some qualities that make the actual ice cream in the actual amusement park experience More pleasurable than it would be had that dopamine release not happen Now of course the other way to do it is to surprise a kid you tell them listen we're going to the Class that you absolutely hate or we're going to go see the person that you absolutely despise and then you drive them to the amusement park That's the big release of dopamine But reward prediction error also says that if you tell the kid or yourself Okay, we're headed to the amusement park we're going to get some ice cream that really really excite ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.70625
"and then you get there and it's closed Or they're not letting any more people in well then the dopamine level drops way below what it was before you told them that you were headed there Okay, I've given a number of different examples that hopefully make this clear reward prediction error governs virtually all aspects of Effort and all aspects of learning why because when dopamine is released in the brain and body The neural circuits of our brain and body change. There's a state Change our overlevel our excuse me our overall level of energy But also the sorts of sensory events that we're paying attention to changes when there's a lot of dopamine in our system Now you can leverage this for habit formation Think back to task bracketing Think back to limbic friction if you are considering adopting a new habit or if you are trying to break a habit something We haven't talked too much about but we will in a moment It's Very useful to think not just about the procedural Aspects of what you're going to do but also think about the events that precede and follow that particular habit and the execution or at least the effort to execute that habit What you're doing is you're casting a kind of a spotlight or around ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.7125
"a bin of time or a set of events for which dopamine can be associated What does this look like in the practical sense? Well again, I'll just try and use very simple concrete examples But this could carry over to anything. Let's say I where somebody who has a hard time Getting in that 30 to 60 minutes of zone two cardiovascular exercise Midmorning. This is actually an issue for me. I much prefer to do resistance exercise than cardiovascular exercise Although once I do it. I always feel much better that I have done it What I should do is Positively anticipate the onset and the offset of that session right so thinking about leaning into the effort Going out and doing that zone two cardio session and I should think about how I'm going to feel after so not just think about how great I'm going to feel after but also thinking about how Hard it's going to be at the beginning and then trying to reward myself Subjectively for the entire experience in other words start rewarding task bracketing in addition to Rewarding the execution of the habit itself now some of you might be saying well wait. This is all self talk This is just positive self talk, but it's not positive self talk. It's not saying You know, I feel so great ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.74375
"about doing something that I actually hate you can't lie to yourself Or you're welcome to lie to yourself But the neuroscience literature the literature of growth mindset all the literature basically of mindset speaks to the fact that when you lie to yourself You know you're lying and you actually set up the opposite of a reward system So you have to be brutally honest with yourself that for instance I don't like initiating this cardiovascular exercise But I do like the fact that I've done it after I've done it So what you are doing is you are applying reward prediction error To the entire sequence of things that's involved in getting into the habit execution Getting through the habit execution and getting out of the habit execution. How do you do this? Well, I take us back to our procedural Memory visualization exercise that we talked about earlier when I talked about it in that context I talked about walking through mentally The series of steps that's required to perform a particular habit So in the case of the zone to cardio thing it would be okay I'm gonna put all my shoes then I'm gonna head out the door then I'm gonna drive up the road There's a particular canyon here that if I'm going to run I happen ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.75625
"to like running or I don't hate running enough that I tend to do it Going through that heading back etc etc That's great, but even better would be to broaden the time bin and start to positively anticipate the period headed Into the habit So even before you put on your shoes the fact that you are successfully placing the habit in in this case phase one of the day And that afterwards I'm going to feel a particular set of positive benefits elevated mood etc I like being hungry and typically after exercise. I'm hungry So I like being hungry because I like eating and so there's a whole set of things that link up with one another So I'm not just thinking about habit execution as this isolated little set of events or this little time bin But rather I'm drawing a larger envelope around it and starting to positively associate dopamine reward with that larger envelope And for those of you that are thinking well, this is just a psychological trick You know you kind of this is sort of like lying to yourself It's not because you're not actually Contradicting the fact that some of this is unpleasant what you're doing is you're taking this entire series of events What I'm calling this kind of time envelope and you're associating ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.7625
"it with a particular reward that comes later Which for me would be the feeling that You know that I've completed this right because for me that's usually a good feeling So reward prediction error is beautiful not just because it's a sort of math of anticipation and reward or a math of anticipation and disappointment It's beautiful because you can stretch out or make more narrow the time bins in which reward prediction error works Reward prediction error is the way in which people navigate four year degrees, right? I mean you go sure final exam to final exam etc But ultimately there's a big payoff at the end and it's all Basically for that big payoff and of course I understand that it's the journey not the destination But let's face it for a lot of us goals and habits are about achieving some sort of destination In the case of zone two cardio for me. It's about trying to stay alive for as long as I can As long as I can with vitality that is and it's also the fact that if I'm doing that I get to eat The foods that I like I tend to be able to eat more which I happen to really enjoy eating so much so that I'd like it Just as an activity So basically what you're trying to do is not restrict your thinking to just the habit that ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.775
you're trying to form But rather to grab a hold of the timing before and after that particular habit and start to positively associate reward mechanisms in your brain with that entire time bin This is a very useful and very powerful tool in order to form habits And I should say that it's not something that comes naturally to most people in fact even as I describe it You might find it's a still a little bit abstract But what I encourage you to do if you are finding it to be a little bit vague would be to pick the habit that you want to form Write down or think about very concretely what is the sequence of steps involved in the execution of that habit and then write down or think about What is the sequence of events that need to precede that habit maybe the immediate 10 or 15 minutes before as well as the immediate sequence of events and or feelings that will occur after that habit And then call the whole thing a habit execution the whole thing a effort to engage in that particular habit and in doing that and Imposively associating with the idea that you're going to complete that entire sequence You will engage reward prediction error in the proper way that the dopamine surge can lend itself toward motivation because ,The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.775
"Ultimately dopamine is not about feeling good, It's about feeling motivated. This is something that I've talked about numerous times before but dopamine contrary to popular belief is not a reward molecule As much as is a molecule of motivation and drive and the natural consequence of doing the exercise I just described of writing things out that proceed Are involved in the immediate execution of the habit and follow the habit Will allow you to experience an increase in energy and thereby an increase in likelihood that you're going to engage in that entire sequence of events And the reason for that is that dopamine gives us energy and the reason for that is that the molecule epinephrine Adrenaline is actually manufactured from dopamine biochemically it comes from dopamine So dopamine is powerful and you can Access more dopamine around Even habits that you haven't yet formed by taking this broader time envelope and task bracketing that specific Task execution or habit execution Way back at the beginning of the episode I promise to you that I would deliver two programs that are geared towards Habit formation and I promise that I would give you ways in which you could gauge whether or not certain ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.78125
"habits had moved from High effort what I call high limbic friction to reflexive We talked about a number of ways to gauge that In researching this episode I found a tremendous number of different systems for habit formation. It's really amazing how much is out there There are ones of 60 days to this or 21 days to that or 18 days to this I mean, it's just rampant in the popular psychology literature and in the self help literature I want to spell out a particular system that I think could be very useful to most if not all people that rooted in the biology of habit formation rooted in the psychology of habit formation and that is entirely compatible with that phase one phase two phase three type program that I talked about earlier But encompasses a bit of a longer time scale and really arrives at a kind of a system if you will For how to build in habits and then to test whether or not those habits have really stuck and whether or not they're likely to stick going forward And so this is at least for sake of this example a 21 day system I pick 21 days because that seems to be the average or most typical system For engaging neural plasticity as it relates to the formation of new habits This 21 day system actually is one that ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.7875
"someone I know very well uses and is used for a long time Actually use them their kids use it as well And it has a certain elegance to it and I think as I describe it that elegance will begin to reveal itself so basically what this involves is set out to Six new habits per day across the course of 21 days Why six and why 21 well, we'll talk about that in a moment But the idea is you write down six things that you would like to do every day for 21 days What phase of the day those things fall into well that will depend on what they are and how they relate to those earlier phase one phase two phase three But for now 21 days six things per day However, the expectation is that you'll only complete four to five of those each day Okay, so built into this is a kind of permission to fail but it's not failure because it turns out that this Approach to forming habits is based not so much on the specific habits that you're trying to form But the habit of performing habits right it's the habit of doing a certain number of things per day So you set out to perform six now another reason for not necessarily performing all six is that some activities Probably shouldn't be performed each day for instance in my case if I were to wait train or even ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.79375
"run every day I'm of the sort or my biology is of the sort that I don't recover so well So I wouldn't want to do resistance training every day But I might want to do it four days a week for instance So by having six things in that list it could shuffle out that particular activity on particular days of the week and simply do four or five other activities So 21 days you list out four to five things So it might be zone two cardio resistance training sunlight viewing Writing could be journaling it could be learning a language mathematics again This is going to vary depending on your particular goals and the habits that you're trying to create But no more than six and the expectation is that you're not going to perform more than four to five If you miss a day meaning you don't perform four to five things There is no punishment and in fact, it's important that you don't actually try and do what in the literature is called a habit slip Compensation which is just fancy psychological language for if you screw up and you don't get All four or five in one day you don't do eight the next day in order to compensate This actually brings me back to an example I had from graduate school I remember when I started graduate school feeling ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.79375
"I'm very excited but a little bit overwhelmed by the amount of things that I had to do because I had to both do research I was doing coursework at the time graduate student stipends and still now unfortunately we're Depressingly low. So it was financially stressful. There were a number of things happening And I remember a neurologist this was at UC Berkeley It's really fantastic scientist and person his name is Bob Knight some of you may know him I remember he I went to him and I asked you know What is the process by which someone actually navigates graduate school successfully and he said listen You don't want to do Anything or engage in a routine in any way that you can't keep up consistently for at least five and ideally six days per week I thought oh, that's pretty good and he said every four or five years You might have to update that but you need to decide what you can do consistently what you can do every day or at least six days a week or five days a week And that was very very useful to me And it fits well with this notion of habit slips that if you happen to screw up and not be able to engage in whatever habits You're trying to learn For whatever reason that the next day you just get right back on on the on the horse ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.80625
"so to speak However, there's a really interesting feature from the neuroscience literature and from the psychology literature that says that chunking this 21 days into two day bins can be very very useful While it is true that the unit of the day that our cells use is a circadian one a 24 hour clock There does seem to be something powerful about engaging in particular habits in a particular sequence For two days in a row and then resetting so thinking okay I can do this for a day and if I can do it for a day I can probably do it for two days and then resetting so every two days you're resetting so you're kind of chunking this 21 days into a series of two day bins in which you are trying to perform four to five new habits And then completing that 21 days Now everything I've described about this 21 day program with six things that you're trying to do as new habits And only performing four to five and not compensating etc There's nothing neuroscientifically unique about it except for the fact That it's not just 21 days broken up into two day chunks After 21 days you stop engaging in this 21 day deliberate four to five things per day type schedule And you simply go into autopilot you ask yourself how many of those particular ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.80625
"habits that I was deliberately trying to learn In the previous 21 days Are automatically incorporated into my schedule how many of them am I naturally doing in other words every 21 days You don't update and start adding new habits you simply try and maintain the ones that you've built in that first 21 days And this I think is extremely important because in all of the habit literature that I could find Sure, there was a lot of psychological data and neuroscience data Behavioral science data around here's how you form a habit here's how you break a habit There was even some kind of tests for whether or not a habit had Really achieved context independence whether or not it was a strongly formed habit But there wasn't a lot of information at least by my search of what to do once you form to habit and how to evaluate whether or not that habit Is likely to persist long into the future So here's the idea You set out these six things that you would like to learn Or that you would like to acquire in your life these habits You only expect that you're going to perform four or five each day you do that for 21 days again If you miss a date you just hop right back on the next day however, you should think about the functional units ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.80625
"within this 20 Wait one day period as two days you're gonna try and nail four to five of these things for two days If you happen to get all six great, but that's not necessarily required So you can do it two days then reset two days then reset two days And then in the next 21 days you're not trying to acquire any new habits You're not gonna throw in six more habits that you want to learn you're simply going to assess How well how deeply you rewired your nervous system to be able to perform Those six habits of the previous 21 days And this is extremely useful I believe because It will allow you to assess whether or not you can indeed make room if you even have room I should say for More habits right many people are trying to cram so many new behaviors into their nervous system That they don't stand a chance of learning all those behaviors What you may find is that you kept up two of those things very consistently throughout the 21 days And perhaps there was one of them that you did sporadically and that there were three others That frankly you didn't manage to execute You may also be one of these people one of these mutants that sets out to do six new things per day for 21 days And performs every single one of them terrific ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.80625
more power to you in that case for the following 21 days Let's see whether or not you can continue to perform those very same six things every day for 21 days And then and only then would you want to add more habits in So you could repeat this 21 day process You know 21 days of of new habit 21 days of testing those new habits as whether or not they're reflexive or not You could do that Forever if you wanted But the idea is that this isn't something that you're doing all year long Is that you perhaps starting the new year or regardless of when you're listening to this You set out to make that 21 day really the stimulus period in which the habits get wired in and then the following month and maybe even the following months or periods of 21 days are really that kind of thermometer or the test bed of how well you've embedded those particular habits And if indeed you want to continue to add new habits or you find that certain habits that you weren't able to embed in your nervous system and make reflexive You want to then bring those in fantastic But it's only once you've achieved all those six habits as reflexive that you would move forward And I think this sort of system While it could have been replaced with many other different ,The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.80625
"systems Again, there's nothing holy about the system But this particular system has a number of features the lack of compensation for missed days The fact that it's a fairly high intensity program for 21 days But then you test yourself a kind of a competition test with yourself if you will So those features and the fact that habit slips missing of particular habits and not doing all six is kind of built into the system I think makes it a very Reasonable one. It's very Adaptable to the real world and I think it's one that provided you obey the phase one phase two phase three type system that we talked about earlier You collapse these two programs with one another which hopefully will be easy based on the descriptions I've given Well, if you do that, I think there's a very high probability that the habits that you try and form will achieve this context dependence And that it will take progressively less and less limbic friction to perform them thus far We've almost exclusively been discussing how to form habits But what about breaking habits? Certainly many people out there would like to break habits that they feel don't serve them well One of the challenges in breaking habits is that many habits occur ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.81875
"very very quickly And so there isn't an opportunity to intervene until the habit has already been initiated and in some cases completed Well, there are a couple of tools that neuroscience and psychology tell us can be very beneficial Some of those things are somewhat intuitive and relate to what I call foundational practices Meaning things that set the overall tone in your body and brain Such that you would be less likely to engage in a particular habit Or that would raise your level of awareness both of your situation and to how you feel inside So things like stress reduction things like getting good sleep things like quality nutrition things like having positive routines Arrange throughout your day all of those of course will support you in Trying to break particular habits and while that can be very useful It's admittedly very generic advice. It doesn't point to any one specific protocol In order to identify a specific protocol that one could apply in order to break habits We have to look at the mirror image of the sort of neuroplasticity that we talked about at the beginning of the episode At the beginning of the episode we talked about a form of neuroplasticity called long term potentiation ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.8375
